,bin,#recs,#g,#b,%g,%b,tot,cg,cb,%cg,FDR,KS,FPR
77,77.0,5835.0,5808.0,27.0,99.53727506426735,0.46272493573265194,449260.0,441397.0,7863.0,76.76736582141987,92.78970970025962,16.02234387883975,56.13595319852474
78,78.0,5834.0,5798.0,36.0,99.38292766540967,0.6170723345903326,455094.0,447195.0,7899.0,77.77574872169467,93.21453858862402,15.438789866929355,56.614128370679836
79,79.0,5835.0,5809.0,26.0,99.55441302485005,0.4455869751499506,460929.0,453004.0,7925.0,78.78604473199067,93.52135945244277,14.735314720452095,57.161388012618296
80,80.0,5834.0,5803.0,31.0,99.46863215632499,0.5313678436750138,466763.0,458807.0,7956.0,79.79529722772966,93.88718432853435,14.091887100804684,57.668049270990444
81,81.0,5835.0,5814.0,21.0,99.6401028277635,0.35989717223650075,472598.0,464621.0,7977.0,80.80646283348986,94.13500118008025,13.328538346590392,58.2450796038611
82,82.0,5834.0,5804.0,30.0,99.48577305450806,0.5142269454919415,478432.0,470425.0,8007.0,81.81588924832168,94.48902525371726,12.673136005395577,58.751717247408514
83,83.0,5835.0,5811.0,24.0,99.58868894601542,0.41131105398457635,484267.0,476236.0,8031.0,82.82653309680337,94.77224451262686,11.945711415823482,59.29971360976217
84,84.0,5834.0,5802.0,32.0,99.45149125814193,0.5485087418580719,490101.0,482038.0,8063.0,83.8356116734495,95.149870191173,11.314258517723488,59.783951382859975
85,85.0,5835.0,5816.0,19.0,99.67437874892887,0.3256212510711265,495936.0,487854.0,8082.0,84.8471251173954,95.37408543780977,10.526960320414375,60.363028953229396
86,86.0,5834.0,5802.0,32.0,99.45149125814193,0.5485087418580719,501770.0,493656.0,8114.0,85.85620369404153,95.7517111163559,9.895507422314381,60.84002957850628
87,87.0,5835.0,5810.0,25.0,99.57155098543274,0.4284490145672635,507605.0,499466.0,8139.0,86.86667362343039,96.04673117772009,9.180057554289704,61.36699840275218
88,88.0,5835.0,5814.0,21.0,99.6401028277635,0.35989717223650075,513440.0,505280.0,8160.0,87.87783922919058,96.294548029266,8.416708800075412,61.92156862745098
89,89.0,5834.0,5804.0,30.0,99.48577305450806,0.5142269454919415,519274.0,511084.0,8190.0,88.8872656440224,96.648572102903,7.761306458880597,62.4034188034188
90,90.0,5835.0,5803.0,32.0,99.4515852613539,0.5484147386461018,525109.0,516887.0,8222.0,89.89651813976138,97.02619778144914,7.129679641687758,62.86633422524933
91,91.0,5834.0,5806.0,28.0,99.52005485087419,0.4799451491258111,530943.0,522693.0,8250.0,90.90629239277888,97.35662025017702,6.450327857398136,63.35672727272727
92,92.0,5835.0,5809.0,26.0,99.55441302485005,0.4455869751499506,536778.0,528502.0,8276.0,91.91658840307488,97.66344111399575,5.746852710920862,63.85959400676656
93,93.0,5834.0,5806.0,28.0,99.52005485087419,0.4799451491258111,542612.0,534308.0,8304.0,92.92636265609238,97.99386358272362,5.06750092663124,64.34344894026975
94,94.0,5835.0,5805.0,30.0,99.48586118251929,0.5141388174807133,548447.0,540113.0,8334.0,93.93596299001705,98.34788765636063,4.41192466634358,64.8083753299736
95,95.0,5834.0,5809.0,25.0,99.57147754542338,0.42852245457662264,554281.0,545922.0,8359.0,94.94625900031305,98.64290771772481,3.6966487174117617,65.3094867807154
96,96.0,5835.0,5803.0,32.0,99.4515852613539,0.5484147386461018,560116.0,551725.0,8391.0,95.95551149605204,99.02053339627095,3.065021900218909,65.75199618639019
97,97.0,5834.0,5805.0,29.0,99.50291395269112,0.4970860473088834,565950.0,557530.0,8420.0,96.96511182997669,99.36275666745338,2.3976448374766903,66.21496437054631
98,98.0,5835.0,5809.0,26.0,99.55441302485005,0.4455869751499506,571785.0,563339.0,8446.0,97.97540784027271,99.66957753127213,1.6941696909994164,66.69891072697135
99,99.0,5834.0,5818.0,16.0,99.72574562907096,0.27425437092904303,577619.0,569157.0,8462.0,98.98726912240426,99.8583903705452,0.8711212481409376,67.26034034507208
100,100.0,5835.0,5823.0,12.0,99.79434447300771,0.20565552699228817,583454.0,574980.0,8474.0,100.0,100.0,0.0,67.85225395326883
