,bin,#recs,#g,#b,%g,%b,tot,cg,cb,%cg,FDR,KS,FPR
68,68.0,2500.0,2486.0,14.0,99.44,0.5600000000000023,170036.0,166936.0,3100.0,67.7170209313646,87.74412680441552,20.027105873050914,53.85032258064516
69,69.0,2501.0,2489.0,12.0,99.52019192323071,0.47980807676928805,172537.0,169425.0,3112.0,68.72667532046081,88.0837814888197,19.357106168358882,54.44248071979435
70,70.0,2500.0,2487.0,13.0,99.48,0.519999999999996,175037.0,171912.0,3125.0,69.73551841635567,88.45174073025757,18.716222313901895,55.01184
71,71.0,2501.0,2481.0,20.0,99.20031987205118,0.7996801279488182,177538.0,174393.0,3145.0,70.74192763264644,89.01783187093122,18.27590423828478,55.45087440381558
72,72.0,2500.0,2485.0,15.0,99.4,0.5999999999999943,180038.0,176878.0,3160.0,71.74995943533993,89.44240022643646,17.69244079109653,55.97405063291139
73,73.0,2501.0,2491.0,10.0,99.60015993602559,0.3998400639744091,182539.0,179369.0,3170.0,72.76042511763751,89.72544579677329,16.965020679135776,56.58328075709779
74,74.0,2500.0,2490.0,10.0,99.6,0.4000000000000057,185039.0,181859.0,3180.0,73.77048515333442,90.00849136711011,16.23800621377569,57.18836477987421
75,75.0,2501.0,2487.0,14.0,99.44022391043582,0.5597760895641812,187540.0,184346.0,3194.0,74.77932824922927,90.40475516558166,15.625426916352396,57.716343143393864
76,76.0,2500.0,2482.0,18.0,99.28,0.7199999999999989,190040.0,186828.0,3212.0,75.78614311212073,90.91423719218794,15.128094080067214,58.16562889165629
77,77.0,2501.0,2492.0,9.0,99.64014394242304,0.3598560575769625,192541.0,189320.0,3221.0,76.79701444101899,91.16897820549109,14.371963764472099,58.7767773983235
78,78.0,2500.0,2489.0,11.0,99.56,0.4399999999999977,195041.0,191809.0,3232.0,77.8066688301152,91.48032833286159,13.67365950274639,59.34684405940594
79,79.0,2501.0,2485.0,16.0,99.36025589764094,0.6397441023590602,197542.0,194294.0,3248.0,78.8147006328087,91.93320124540051,13.118500612591816,59.81958128078818
80,80.0,2500.0,2491.0,9.0,99.64,0.35999999999999943,200042.0,196785.0,3257.0,79.82516631510627,92.18794225870366,12.362775943597384,60.41909732883021
81,81.0,2501.0,2486.0,15.0,99.40023990403839,0.5997600959616136,202543.0,199271.0,3272.0,80.83360376440045,92.61251061420889,11.778906849808436,60.90189486552567
82,82.0,2500.0,2484.0,16.0,99.36,0.6400000000000006,205043.0,201755.0,3288.0,81.84122992049326,93.06538352674781,11.224153606254546,61.361009732360095
83,83.0,2501.0,2487.0,14.0,99.44022391043582,0.5597760895641812,207544.0,204242.0,3302.0,82.85007301638812,93.46164732521936,10.611574308831237,61.854027861901876
84,84.0,2501.0,2483.0,18.0,99.28028788484606,0.7197121151539392,210045.0,206725.0,3320.0,83.85729352588025,93.97112935182564,10.113835825945387,62.26656626506024
85,85.0,2500.0,2485.0,15.0,99.4,0.5999999999999943,212545.0,209210.0,3335.0,84.86532532857375,94.39569770733088,9.530372378757136,62.73163418290854
86,86.0,2501.0,2490.0,11.0,99.56017592962814,0.43982407037185567,215046.0,211700.0,3346.0,85.87538536427064,94.70704783470138,8.831662470430743,63.269575612671844
87,87.0,2500.0,2487.0,13.0,99.48,0.519999999999996,217546.0,214187.0,3359.0,86.8842284601655,95.07500707613926,8.190778615973755,63.765108663292644
88,88.0,2501.0,2490.0,11.0,99.56017592962814,0.43982407037185567,220047.0,216677.0,3370.0,87.8942884958624,95.38635720350976,7.492068707647363,64.29584569732938
89,89.0,2500.0,2486.0,14.0,99.44,0.5600000000000023,222547.0,219163.0,3384.0,88.90272594515658,95.78262100198133,6.8798950568247506,64.76447990543736
90,90.0,2501.0,2487.0,14.0,99.44022391043582,0.5597760895641812,225048.0,221650.0,3398.0,89.91156904105144,96.17888480045288,6.267315759401441,65.22954679223072
91,91.0,2500.0,2486.0,14.0,99.44,0.5600000000000023,227548.0,224136.0,3412.0,90.92000649034561,96.57514859892443,5.655142108578815,65.6905041031653
92,92.0,2501.0,2482.0,19.0,99.24030387844861,0.7596961215513858,230049.0,226618.0,3431.0,91.92682135323706,97.1129351825644,5.18611382932734,66.05013115709706
93,93.0,2500.0,2491.0,9.0,99.64,0.35999999999999943,232549.0,229109.0,3440.0,92.93728703553464,97.36767619586753,4.4303891603328935,66.60145348837209
94,94.0,2501.0,2488.0,13.0,99.48020791683327,0.5197920831667346,235050.0,231597.0,3453.0,93.94653577803018,97.7356354373054,3.789099659275223,67.07124239791486
95,95.0,2500.0,2487.0,13.0,99.48,0.519999999999996,237550.0,234084.0,3466.0,94.95537887392504,98.10359467874328,3.1482158048182356,67.53721869590306
96,96.0,2501.0,2491.0,10.0,99.60015993602559,0.3998400639744091,240051.0,236575.0,3476.0,95.96584455622262,98.3866402490801,2.4207956928574816,68.05955120828538
97,97.0,2500.0,2492.0,8.0,99.68,0.3199999999999932,242551.0,239067.0,3484.0,96.97671588512088,98.61307670534956,1.6363608202286741,68.61854190585534
98,98.0,2501.0,2488.0,13.0,99.48020791683327,0.5197920831667346,245052.0,241555.0,3497.0,97.98596462761643,98.98103594678743,0.9950713191710037,69.07492136116672
99,99.0,2500.0,2486.0,14.0,99.44,0.5600000000000023,247552.0,244041.0,3511.0,98.99440207691059,99.37729974525898,0.38289766834839156,69.50754770720593
100,100.0,2501.0,2479.0,22.0,99.1203518592563,0.8796481407436971,250053.0,246520.0,3533.0,100.0,100.0,0.0,69.7763939994339
