,bin,#recs,#g,#b,%g,%b,tot,cg,cb,%cg,FDR,KS,FPR
33,33.0,1665.0,1655.0,10.0,99.3993993993994,0.6006006006006004,54943.0,53211.0,1732.0,32.42457664816248,72.59010896898575,40.16553232082327,30.72228637413395
34,34.0,1665.0,1653.0,12.0,99.27927927927928,0.7207207207207205,56608.0,54864.0,1744.0,33.431846295404824,73.09304274937134,39.66119645396651,31.458715596330276
35,35.0,1665.0,1655.0,10.0,99.3993993993994,0.6006006006006004,58273.0,56519.0,1754.0,34.44033465970373,73.51215423302598,39.07181957332225,32.22291904218928
36,36.0,1664.0,1655.0,9.0,99.45913461538461,0.5408653846153868,59937.0,58174.0,1763.0,35.448823024002635,73.88935456831517,38.440531544312535,32.99716392512762
37,37.0,1665.0,1654.0,11.0,99.33933933933933,0.6606606606606675,61602.0,59828.0,1774.0,36.45670202977326,74.35037720033529,37.89367517056203,33.72491544532131
38,38.0,1665.0,1652.0,13.0,99.21921921921921,0.7807807807807876,63267.0,61480.0,1787.0,37.46336231848733,74.89522212908633,37.43185981059901,34.404029099048685
39,39.0,1665.0,1651.0,14.0,99.15915915915916,0.8408408408408405,64932.0,63131.0,1801.0,38.46941324867312,75.48197820620285,37.01256495752973,35.05330372015547
40,40.0,1665.0,1657.0,8.0,99.51951951951952,0.4804804804804803,66597.0,64788.0,1809.0,39.47912033002858,75.81726739312657,36.33814706309799,35.814262023217246
41,41.0,1665.0,1656.0,9.0,99.45945945945945,0.5405405405405475,68262.0,66444.0,1818.0,40.48821805285576,76.19446772841576,35.70624967556,36.54785478547855
42,42.0,1665.0,1658.0,7.0,99.57957957957957,0.4204204204204274,69927.0,68102.0,1825.0,41.498534492739495,76.48784576697402,34.989311274234524,37.31616438356164
43,43.0,1665.0,1656.0,9.0,99.45945945945945,0.5405405405405475,71592.0,69758.0,1834.0,42.50763221556667,76.86504610226321,34.357413886696534,38.03598691384951
44,44.0,1665.0,1655.0,10.0,99.3993993993994,0.6006006006006004,73257.0,71413.0,1844.0,43.51612057986558,77.28415758591785,33.768037006052275,38.727223427331886
45,45.0,1665.0,1653.0,12.0,99.27927927927928,0.7207207207207205,74922.0,73066.0,1856.0,44.523390227107924,77.78709136630344,33.26370113919552,39.36745689655172
46,46.0,1665.0,1655.0,10.0,99.3993993993994,0.6006006006006004,76587.0,74721.0,1866.0,45.53187859140682,78.20620284995809,32.674324258551266,40.043408360128616
47,47.0,1665.0,1655.0,10.0,99.3993993993994,0.6006006006006004,78252.0,76376.0,1876.0,46.54036695570573,78.62531433361274,32.08494737790701,40.71215351812367
48,48.0,1665.0,1652.0,13.0,99.21921921921921,0.7807807807807876,79917.0,78028.0,1889.0,47.5470272444198,79.17015926236378,31.62313201794398,41.30651138168343
49,49.0,1665.0,1653.0,12.0,99.27927927927928,0.7207207207207205,81582.0,79681.0,1901.0,48.55429689166215,79.67309304274937,31.118796151087224,41.91530773277223
50,50.0,1664.0,1654.0,10.0,99.39903846153847,0.600961538461533,83246.0,81335.0,1911.0,49.56217589743277,80.09220452640402,30.530028628971245,42.5614861329147
51,51.0,1665.0,1655.0,10.0,99.3993993993994,0.6006006006006004,84911.0,82990.0,1921.0,50.57066426173167,80.51131601005868,29.940651748327006,43.20145757418011
52,52.0,1665.0,1656.0,9.0,99.45945945945945,0.5405405405405475,86576.0,84646.0,1930.0,51.57976198455886,80.88851634534787,29.30875436078901,43.8580310880829
53,53.0,1665.0,1652.0,13.0,99.21921921921921,0.7807807807807876,88241.0,86298.0,1943.0,52.58642227327292,81.43336127409891,28.84693900082599,44.4148224395265
54,54.0,1665.0,1654.0,11.0,99.33933933933933,0.6606606606606675,89906.0,87952.0,1954.0,53.59430127904355,81.89438390611903,28.300082627075483,45.01125895598772
55,55.0,1665.0,1656.0,9.0,99.45945945945945,0.5405405405405475,91571.0,89608.0,1963.0,54.60339900187073,82.27158424140822,27.668185239537493,45.64849719816607
56,56.0,1665.0,1657.0,8.0,99.51951951951952,0.4804804804804803,93236.0,91265.0,1971.0,55.613106083226185,82.60687342833194,26.993767345105752,46.3039066463724
57,57.0,1665.0,1656.0,9.0,99.45945945945945,0.5405405405405475,94901.0,92921.0,1980.0,56.62220380605337,82.98407376362113,26.361869957567755,46.92979797979798
58,58.0,1665.0,1656.0,9.0,99.45945945945945,0.5405405405405475,96566.0,94577.0,1989.0,57.63130152888055,83.36127409891031,25.729972570029766,47.55002513826043
59,59.0,1665.0,1661.0,4.0,99.75975975975976,0.24024024024024015,98231.0,96238.0,1993.0,58.64344604434911,83.52891869237217,24.88547264802306,48.288008028098346
60,60.0,1665.0,1659.0,6.0,99.63963963963964,0.36036036036036023,99896.0,97897.0,1999.0,59.65437184276112,83.78038558256496,24.126013739803838,48.97298649324662
61,61.0,1665.0,1651.0,14.0,99.15915915915916,0.8408408408408405,101561.0,99548.0,2013.0,60.660422772946916,84.36714165968148,23.706718886734564,49.452558370591156
62,62.0,1665.0,1653.0,12.0,99.27927927927928,0.7207207207207205,103226.0,101201.0,2025.0,61.66769242018927,84.87007544006705,23.202383019877786,49.9758024691358
63,63.0,1665.0,1659.0,6.0,99.63963963963964,0.36036036036036023,104891.0,102860.0,2031.0,62.67861821860128,85.12154233025984,22.442924111658563,50.64500246184146
64,64.0,1665.0,1654.0,11.0,99.33933933933933,0.6606606606606675,106556.0,104514.0,2042.0,63.686497224371905,85.58256496227996,21.896067737908055,51.18217433888345
65,65.0,1664.0,1658.0,6.0,99.63942307692308,0.3605769230769198,108220.0,106172.0,2048.0,64.69681366425564,85.83403185247276,21.13721818821712,51.841796875
66,66.0,1665.0,1655.0,10.0,99.3993993993994,0.6006006006006004,109885.0,107827.0,2058.0,65.70530202855454,86.25314333612741,20.547841307572867,52.39407191448008
67,67.0,1665.0,1657.0,8.0,99.51951951951952,0.4804804804804803,111550.0,109484.0,2066.0,66.71500910991,86.58843252305113,19.873423413141126,52.99322362052275
68,68.0,1665.0,1653.0,12.0,99.27927927927928,0.7207207207207205,113215.0,111137.0,2078.0,67.72227875715235,87.09136630343671,19.369087546284362,53.482675649663136
69,69.0,1665.0,1659.0,6.0,99.63963963963964,0.36036036036036023,114880.0,112796.0,2084.0,68.73320455556436,87.3428331936295,18.609628638065146,54.12476007677543
70,70.0,1665.0,1653.0,12.0,99.27927927927928,0.7207207207207205,116545.0,114449.0,2096.0,69.74047420280671,87.84576697401509,18.105292771208383,54.603530534351144
71,71.0,1665.0,1653.0,12.0,99.27927927927928,0.7207207207207205,118210.0,116102.0,2108.0,70.74774385004905,88.34870075440067,17.60095690435162,55.07685009487666
72,72.0,1665.0,1653.0,12.0,99.27927927927928,0.7207207207207205,119875.0,117755.0,2120.0,71.7550134972914,88.85163453478626,17.096621037494856,55.54481132075472
73,73.0,1665.0,1652.0,13.0,99.21921921921921,0.7807807807807876,121540.0,119407.0,2133.0,72.76167378600547,89.3964794635373,16.63480567753183,55.980778246601034
74,74.0,1665.0,1657.0,8.0,99.51951951951952,0.4804804804804803,123205.0,121064.0,2141.0,73.77138086736093,89.73176865046102,15.960387783100089,56.54553946753853
75,75.0,1665.0,1657.0,8.0,99.51951951951952,0.4804804804804803,124870.0,122721.0,2149.0,74.78108794871639,90.06705783738474,15.285969888668347,57.10609585853886
76,76.0,1665.0,1652.0,13.0,99.21921921921921,0.7807807807807876,126535.0,124373.0,2162.0,75.78774823743046,90.6119027661358,14.824154528705336,57.526827012025905
77,77.0,1665.0,1660.0,5.0,99.69969969969969,0.3003003003003073,128200.0,126033.0,2167.0,76.79928339437075,90.82145850796311,14.022175113592368,58.16012921089063
78,78.0,1665.0,1658.0,7.0,99.57957957957957,0.4204204204204274,129865.0,127691.0,2174.0,77.80959983425448,91.11483654652137,13.30523671226689,58.73551057957682
79,79.0,1664.0,1658.0,6.0,99.63942307692308,0.3605769230769198,131529.0,129349.0,2180.0,78.81991627413821,91.36630343671416,12.546387162575954,59.33440366972477
80,80.0,1665.0,1652.0,13.0,99.21921921921921,0.7807807807807876,133194.0,131001.0,2193.0,79.82657656285228,91.91114836546521,12.084571802612928,59.735978112175104
81,81.0,1665.0,1658.0,7.0,99.57957957957957,0.4204204204204274,134859.0,132659.0,2200.0,80.83689300273602,92.20452640402347,11.36763340128745,60.29954545454545
82,82.0,1665.0,1661.0,4.0,99.75975975975976,0.24024024024024015,136524.0,134320.0,2204.0,81.84903751820458,92.37217099748533,10.523133479280744,60.94373865698729
83,83.0,1665.0,1656.0,9.0,99.45945945945945,0.5405405405405475,138189.0,135976.0,2213.0,82.85813524103176,92.74937133277452,9.891236091742755,61.444193402620876
84,84.0,1665.0,1655.0,10.0,99.3993993993994,0.6006006006006004,139854.0,137631.0,2223.0,83.86662360533067,93.16848281642918,9.301859211098503,61.91228070175438
85,85.0,1665.0,1659.0,6.0,99.63963963963964,0.36036036036036023,141519.0,139290.0,2229.0,84.87754940374268,93.41994970662196,8.542400302879287,62.48990578734859
86,86.0,1665.0,1657.0,8.0,99.51951951951952,0.4804804804804803,143184.0,140947.0,2237.0,85.88725648509813,93.75523889354568,7.867982408447546,63.00715243629861
87,87.0,1665.0,1653.0,12.0,99.27927927927928,0.7207207207207205,144849.0,142600.0,2249.0,86.89452613234049,94.25817267393127,7.363646541590782,63.405958203646065
88,88.0,1665.0,1658.0,7.0,99.57957957957957,0.4204204204204274,146514.0,144258.0,2256.0,87.90484257222423,94.55155071248952,6.646708140265289,63.944148936170215
89,89.0,1665.0,1651.0,14.0,99.15915915915916,0.8408408408408405,148179.0,145909.0,2270.0,88.91089350241002,95.13830678960603,6.227413287196015,64.27709251101322
90,90.0,1665.0,1658.0,7.0,99.57957957957957,0.4204204204204274,149844.0,147567.0,2277.0,89.92120994229374,95.4316848281643,5.510474885870551,64.8076416337286
91,91.0,1665.0,1652.0,13.0,99.21921921921921,0.7807807807807876,151509.0,149219.0,2290.0,90.92787023100782,95.97652975691534,5.048659525907524,65.16113537117904
92,92.0,1665.0,1654.0,11.0,99.33933933933933,0.6606606606606675,153174.0,150873.0,2301.0,91.93574923677845,96.43755238893546,4.501803152157009,65.5684485006519
93,93.0,1664.0,1651.0,13.0,99.21875,0.78125,154838.0,152524.0,2314.0,92.94180016696424,96.9823973176865,4.040597150722263,65.91356957649093
94,94.0,1665.0,1658.0,7.0,99.57957957957957,0.4204204204204274,156503.0,154182.0,2321.0,93.95211660684797,97.27577535624476,3.323658749396799,66.42912537699267
95,95.0,1665.0,1652.0,13.0,99.21921921921921,0.7807807807807876,158168.0,155834.0,2334.0,94.95877689556204,97.82062028499581,2.8618433894337727,66.76692373607541
96,96.0,1665.0,1659.0,6.0,99.63963963963964,0.36036036036036023,159833.0,157493.0,2340.0,95.96970269397406,98.0720871751886,2.1023844812145427,67.30470085470085
97,97.0,1665.0,1654.0,11.0,99.33933933933933,0.6606606606606675,161498.0,159147.0,2351.0,96.97758169974468,98.53310980720872,1.555528107464042,67.69332199064227
98,98.0,1665.0,1651.0,14.0,99.15915915915916,0.8408408408408405,163163.0,160798.0,2365.0,97.98363262993047,99.11986588432524,1.1362332543947673,67.9906976744186
99,99.0,1665.0,1654.0,11.0,99.33933933933933,0.6606606606606675,164828.0,162452.0,2376.0,98.9915116357011,99.58088851634535,0.5893768806442523,68.37205387205387
100,100.0,1665.0,1655.0,10.0,99.3993993993994,0.6006006006006004,166493.0,164107.0,2386.0,100.0,100.0,0.0,68.77912824811399
